ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Item Description,Molecule/Test Type,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
10755,111-MZ-T01,Pre-PQ Process,SO-15090,DN-933,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-Nov-08,14-Nov-08,14-Nov-08,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,3672,34333.2,9.35,0.16,Yes,3427,3874.22,54.93
10756,111-MZ-T01,Pre-PQ Process,SO-27880,DN-1174,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-May-09,14-May-09,14-May-09,ARV,Adult,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,486,1409.4,2.9,0.05,Yes,23,968.55,2.76
10759,102-KE-T01,Pre-PQ Process,SO-18001,DN-1189,Kenya,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,27-Apr-09,27-Apr-09,27-Apr-09,HRDT,HIV test,"HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",,Test kit,30,5000,118500.0,23.7,0.79,Yes,Weight Captured Separately,Invoiced Separately,232.26
10761,151-NG-T01,Pre-PQ Process,SO-21787,DN-1194,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,30-Apr-09,30-Apr-09,30-Apr-09,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,300/200mg,Tablet - FDC,30,3392,89040.0,26.25,0.88,Yes,298,2922.53,174.52
10763,151-NG-T01,Pre-PQ Process,SO-22527,DN-1209,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,8-May-09,8-May-09,8-May-09,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,30415,346731.0,11.4,0.19,Yes,3415,15128.37,679.59
10764,111-MZ-T01,Pre-PQ Process,SO-28550,DN-1215,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,28-Jun-09,28-Jun-09,28-Jun-09,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,47392,341222.4,7.2,0.12,Yes,7113,3599.76,668.8
10765,151-NG-T01,Pre-PQ Process,SO-30020,DN-1216,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,8-May-09,8-May-09,8-May-09,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,300/200mg,Tablet - FDC,30,2561,67226.25,26.25,0.88,Yes,235,15128.37,131.76
10766,114-UG-T01,Pre-PQ Process,SO-30100,DN-1232,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,1-Jun-09,1-Jun-09,1-Jun-09,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,3574,31308.24,8.76,0.15,Yes,14,1375.36,61.36
10767,100-SZ-T01,Pre-PQ Process,SO-30800,DN-1237,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-May-09,20-May-09,20-May-09,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,2345,16063.25,6.85,0.23,Yes,239,2393.34,31.48
10768,100-SZ-T01,Pre-PQ Process,SO-30800,DN-1237,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-May-09,20-May-09,20-May-09,ARV,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,200mg,Capsule,90,523,6657.79,12.73,0.14,No,See DN-1237 (ID#:10767),See DN-1237 (ID#:10767),13.05
10769,100-GH-T01,Pre-PQ Process,SO-30700,DN-1235,Ghana,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,12-Aug-09,12-Aug-09,12-Aug-09,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,6133,61.33,0.01,0.0,Yes,Weight Captured Separately,Invoiced Separately,0.12
10771,104-CI-T01,Pre-PQ Process,SO-21881,DN-1242,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Jun-09,17-Jun-09,17-Jun-09,ARV,Adult,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,200mg,Tablet,60,5601,16803.0,3.0,0.05,Yes,545,2280.64,32.93
10774,110-ZM-T01,Pre-PQ Process,SO-30300,DN-1250,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,15-Jun-09,15-Jun-09,15-Jun-09,ARV,Adult,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,500,3855.0,7.71,0.13,Yes,10681,17384.76,7.56
10776,106-HT-T01,Pre-PQ Process,SO-24850,DN-1280,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-Jun-09,18-Jun-09,18-Jun-09,ARV,Pediatric,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,10mg/ml,Oral suspension,240,2208,4239.36,1.92,0.01,Yes,827,7789.88,8.31
10777,110-ZM-T01,Pre-PQ Process,SO-24960,DN-1284,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,12-Jun-09,12-Jun-09,12-Jun-09,ARV,Adult,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,6000,46260.0,7.71,0.13,Yes,341,2219.27,90.67
10779,123-NG-T01,Pre-PQ Process,SO-24481,DN-1296,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,30000,291600.0,9.72,0.32,Yes,3364,7329.83,571.54
10780,110-ZM-T01,Pre-PQ Process,SO-31940,DN-1301,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,24-Jun-09,24-Jun-09,24-Jun-09,ARV,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,200mg,Capsule,90,1093,16679.18,15.26,0.17,Yes,133,1759.21,32.69
10781,104-CI-T01,Pre-PQ Process,SO-27540,DN-1315,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,14-Jul-09,14-Jul-09,14-Jul-09,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,10962,96027.12,8.76,0.15,Yes,2634,6111.21,188.21
10783,111-MZ-T01,Pre-PQ Process,SO-32180,DN-1334,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,17-Aug-09,17-Aug-09,17-Aug-09,ARV,Adult,"Stavudine 30mg, capsules, 60 Caps",Stavudine,30mg,Capsule,60,470,700.3,1.49,0.02,Yes,31,1047.04,1.37
10784,104-CI-T01,Pre-PQ Process,SO-27542,DN-1356,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,11-Aug-09,11-Aug-09,11-Aug-09,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,6930,176368.5,25.45,0.42,Yes,687,1854.88,345.68
10785,111-MZ-T01,Pre-PQ Process,SO-32540,DN-1358,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,27-Aug-09,27-Aug-09,27-Aug-09,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,125000,890000.0,7.12,0.12,Yes,9290,2400.26,1744.4
10786,110-ZM-T01,Pre-PQ Process,SO-31950,DN-1361,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,4-Sep-09,4-Sep-09,4-Sep-09,ARV,Adult,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,9700,74787.0,7.71,0.13,Yes,551,2448.71,146.58
10787,109-TZ-T01,Pre-PQ Process,SO-31280,DN-1368,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,20-Aug-09,20-Aug-09,20-Aug-09,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,4794,122007.3,25.45,0.42,Yes,475,3588.34,239.13
10788,110-ZM-T01,Pre-PQ Process,SO-32550,DN-1382,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,17-Aug-09,17-Aug-09,17-Aug-09,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,108000,946080.0,8.76,0.15,Yes,10865,13518.56,1854.32
10791,104-CI-T01,Pre-PQ Process,SO-32840,DN-1388,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,28-Sep-09,28-Sep-09,28-Sep-09,ARV,Adult,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,7000,52710.0,7.53,0.13,Yes,396,6087.84,103.31
10792,104-CI-T01,Pre-PQ Process,SO-31730,DN-1400,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,9-Sep-09,9-Sep-09,9-Sep-09,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,8824,77298.24,8.76,0.15,Yes,706,3144.57,151.5
10793,104-CI-T01,Pre-PQ Process,SO-32210,DN-1401,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,8-Sep-09,8-Sep-09,8-Sep-09,ARV,Adult,"Stavudine 15mg, capsules, 60 Caps",Stavudine,15mg,Capsule,60,1216,1824.0,1.5,0.02,Yes,3426,9797.41,3.58
10794,110-ZM-T01,Pre-PQ Process,SO-33020,DN-1416,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,22-Sep-09,22-Sep-09,22-Sep-09,ARV,Adult,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,200mg,Tablet,60,98000,294000.0,3.0,0.05,Yes,9522,13518.56,576.24
10795,106-HT-T01,Pre-PQ Process,SO-33030,DN-1458,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,13-Oct-09,13-Oct-09,13-Oct-09,ARV,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,10mg/ml,Oral solution,240,4315,9061.5,2.1,0.01,Yes,2520,25874.1,17.76
10796,106-HT-T01,Pre-PQ Process,SO-33030,DN-1458,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,13-Oct-09,13-Oct-09,13-Oct-09,ARV,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,10mg/ml,Oral solution,240,2415,4588.5,1.9,0.01,No,See DN-1458 (ID#:10795),See DN-1458 (ID#:10795),8.99
10797,114-UG-T01,Pre-PQ Process,SO-33570,DN-1464,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,8-Oct-09,8-Oct-09,8-Oct-09,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,240,1680.0,7.0,0.12,Yes,23,1173.1,3.29
10798,109-TZ-T01,Pre-PQ Process,SO-31283,DN-1470,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,26-Oct-09,26-Oct-09,26-Oct-09,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,6915,175986.75,25.45,0.42,Yes,1067,2217.5,344.93
10799,114-UG-T01,Pre-PQ Process,SO-33400,DN-1480,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,12-Oct-09,12-Oct-09,12-Oct-09,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,14066,159649.1,11.35,0.19,Yes,1593,9547.7,312.91
10800,104-CI-T01,Pre-PQ Process,SO-34070,DN-1492,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,27-Oct-09,27-Oct-09,27-Oct-09,ARV,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,10mg/ml,Oral solution,240,3535,6716.5,1.9,0.01,Yes,1224,2298.61,14.48
10801,104-CI-T01,Pre-PQ Process,SO-34140,DN-1494,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,27-Oct-09,27-Oct-09,27-Oct-09,ARV,Adult,"Stavudine 30mg, capsules, 60 Caps",Stavudine,30mg,Capsule,60,2430,3547.8,1.46,0.02,Yes,156,2298.6,7.65
10803,104-CI-T01,Pre-PQ Process,SO-1688,DN-1557,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,20-Dec-09,20-Dec-09,20-Dec-09,ARV,Adult,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,200mg,Capsule,270,1042,82463.88,79.14,0.29,Yes,Weight Captured Separately,Invoiced Separately,177.79
10804,111-MZ-T01,Pre-PQ Process,SO-323,DN-15,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,1-Feb-07,1-Feb-07,1-Feb-07,ARV,Adult,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,200mg,Capsule,270,117,9117.81,77.93,0.29,Yes,155,939.08,
10809,107-RW-T01,Pre-PQ Process,SO-249,DN-6,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,1-Feb-07,1-Feb-07,1-Feb-07,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,600,21480.0,35.8,0.6,Yes,55,913.15,
10810,107-RW-T01,Pre-PQ Process,SO-290,DN-9,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,5-Feb-07,5-Feb-07,5-Feb-07,ARV,Adult,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Nelfinavir (as mesilate),250mg,Tablet,270,400,38920.0,97.3,0.36,Yes,108,23000.34,
10811,100-CI-T01,Pre-PQ Process,SO-350,DN-28,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,8-Mar-07,8-Mar-07,8-Mar-07,ARV,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,100mg,Capsule,336,360,13809.6,38.36,0.11,Yes,630,3660.4,
10813,110-ZM-T01,Pre-PQ Process,SO-232,DN-89,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,4-May-07,4-May-07,4-May-07,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,1500,48000.0,32.0,1.6,Yes,580,4965.24,
10814,111-MZ-T01,Pre-PQ Process,SO-497,DN-121,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-May-07,18-May-07,18-May-07,ARV,Pediatric,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,20mg/ml,Oral solution,240,474,10191.0,21.5,0.09,Yes,221,710.68,
10816,111-MZ-T01,Pre-PQ Process,SO-533,DN-123,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-May-07,18-May-07,18-May-07,ARV,Pediatric,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",Efavirenz,200mg,Capsule,90,409,13251.6,32.4,0.36,Yes,45,348.09,
10817,111-MZ-T01,Pre-PQ Process,SO-383,DN-124,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-May-07,18-May-07,18-May-07,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,250,10275.0,41.1,0.34,Yes,105,348.09,
10818,110-ZM-T01,Pre-PQ Process,SO-311,DN-129,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,15-May-07,15-May-07,15-May-07,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,85158,909487.44,10.68,0.18,Yes,8169,33572.78,
10819,109-TZ-T01,Pre-PQ Process,SO-420,DN-133,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,31-May-07,31-May-07,31-May-07,HRDT,HIV test,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",,Test kit,25,8009,160180.0,20.0,0.8,Yes,Weight Captured Separately,12740.42,
10820,111-MZ-T01,Pre-PQ Process,SO-293,DN-44,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Apr-07,17-Apr-07,17-Apr-07,ARV,Pediatric,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",Efavirenz,200mg,Capsule,90,151,4892.4,32.4,0.36,No,See DN-44 (ID#:10549),See DN-44 (ID#:10549),
10821,111-MZ-T01,Pre-PQ Process,SO-293,DN-44,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Apr-07,17-Apr-07,17-Apr-07,ARV,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,300mg,Tablet,30,2997,50949.0,17.0,0.57,No,See DN-44 (ID#:10549),See DN-44 (ID#:10549),
10823,107-RW-T01,Pre-PQ Process,SO-481,DN-100,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-May-07,14-May-07,14-May-07,ARV,Pediatric,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,20mg/ml,Oral solution,240,90,1935.0,21.5,0.09,Yes,120,11609.31,
10824,100-CI-T01,Pre-PQ Process,SO-430,DN-75,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,6945,71186.25,10.25,0.17,Yes,650,2457,
10825,113-ZW-T01,Pre-PQ Process,SO-279,DN-187,Zimbabwe,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,12-Jun-07,12-Jun-07,12-Jun-07,ARV,Adult,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,2329,7615.83,3.27,0.05,Yes,153,1013.24,12.19
10830,109-TZ-T01,Pre-PQ Process,SO-606,DN-168,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,6-Jul-07,6-Jul-07,6-Jul-07,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,6781,242759.8,35.8,0.6,Yes,675,2440,
10831,104-CI-T01,Pre-PQ Process,SO-635,DN-170,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,8-Jun-07,8-Jun-07,8-Jun-07,HRDT,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",,Test kit,100,50,4000.0,80.0,0.8,Yes,15,1363,
10832,111-MZ-T01,Pre-PQ Process,SO-576,DN-148,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,13-Jun-07,13-Jun-07,13-Jun-07,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,570,20235.0,35.5,0.59,No,See DN-148 (ID#:10564),See DN-148 (ID#:10564),
10833,112-NG-T01,Pre-PQ Process,SO-557,DN-172,Nigeria,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,26-Jun-07,26-Jun-07,26-Jun-07,ARV,Adult,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,200mg,Tablet,60,1198,4276.86,3.57,0.06,No,See DN-172 (ID#:10566),See DN-172 (ID#:10566),
10834,104-CI-T01,Pre-PQ Process,SO-560,DN-146,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,16-May-07,16-May-07,16-May-07,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,268,9594.4,35.8,0.6,Yes,151,1516,
10837,109-TZ-T01,Pre-PQ Process,SO-428,DN-161,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,6-Jul-07,6-Jul-07,6-Jul-07,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,3386,25395.0,7.5,0.12,Yes,31,1589,
10838,104-CI-T01,Pre-PQ Process,SO-603,DN-196,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,28-Jun-07,28-Jun-07,28-Jun-07,ARV,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,150/30mg,Tablet - FDC,30,54263,108526.0,2.0,0.07,No,See DN-196 (ID#:10573),See DN-196 (ID#:10573),173.64
10840,109-TZ-T01,Pre-PQ Process,SO-850,DN-281,Tanzania,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,22-Aug-07,22-Aug-07,22-Aug-07,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,3386,25395.0,7.5,0.12,Yes,345,2554.39,40.63
10841,120-AO-T01,Pre-PQ Process,SO-780,DN-256,Angola,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,15-Oct-07,15-Oct-07,15-Oct-07,HRDT,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",,Test kit,100,150,12000.0,80.0,0.8,Yes,49,1012.59,19.2
10842,107-RW-T01,Pre-PQ Process,SO-826,DN-261,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-Aug-07,22-Aug-07,22-Aug-07,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,155,4960.0,32.0,1.6,Yes,55,1126.84,7.94
10843,110-ZM-T01,Pre-PQ Process,SO-314,DN-270,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,7-Aug-07,7-Aug-07,7-Aug-07,ARV,Adult,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,200mg,Tablet,60,52865,188728.05,3.57,0.06,Yes,9182,37695.46,301.96
10844,107-RW-T01,Pre-PQ Process,SO-644,DN-217,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,30-Jul-07,30-Jul-07,30-Jul-07,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,250,8000.0,32.0,1.6,Yes,78,1324.61,12.8
10845,102-NG-T01,Pre-PQ Process,SO-667,DN-236,Nigeria,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,5-Jul-07,5-Jul-07,5-Jul-07,HRDT,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",,Test kit,20,500,13500.0,27.0,1.35,Yes,115,1352,21.6
10846,105-GY-T01,Pre-PQ Process,SO-693,DN-232,Guyana,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-Jul-07,18-Jul-07,18-Jul-07,ARV,Adult,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,209,1703.35,8.15,0.14,Yes,12,764.62,2.73
10847,104-CI-T01,Pre-PQ Process,SO-522,DN-240,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,16-Jul-07,16-Jul-07,16-Jul-07,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,1051,37625.8,35.8,0.6,Yes,373,1850,60.2
10851,111-MZ-T01,Pre-PQ Process,SO-382,DN-259,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Sep-07,21-Sep-07,21-Sep-07,ARV,Pediatric,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,1mg/ml,Oral solution,200,165,239.25,1.45,0.01,Yes,15,350.78,0.38
10852,112-NG-T01,Pre-PQ Process,SO-642,DN-213,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,6-Jul-07,6-Jul-07,6-Jul-07,ARV,Adult,"Stavudine 20mg, capsules, 60 Caps",Stavudine,20mg,Capsule,60,253,442.75,1.75,0.03,Yes,15,460,0.71
10855,104-CI-T01,Pre-PQ Process,SO-616,DN-288,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,13-Aug-07,13-Aug-07,13-Aug-07,ARV,Adult,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,18290,155830.8,8.52,0.14,Yes,1114,3473,249.33
